"id","date","timestamp","long","lat","loctype","location"
8,6,2014-01-06 07:36:01,24.8859,36.0673,"Residential","8"
8,6,2014-01-06 17:37:46,24.8859,36.0672,"Residential","8"
8,7,2014-01-07 07:14:01,24.8859,36.0672,"Residential","8"
8,7,2014-01-07 20:24:40,24.8859,36.0672,"Residential","8"
8,8,2014-01-08 07:32:01,24.8859,36.0673,"Residential","8"
8,8,2014-01-08 20:36:37,24.886,36.0672,"Residential","8"
8,9,2014-01-09 07:43:01,24.8859,36.0672,"Residential","8"
8,9,2014-01-09 20:34:48,24.8859,36.0673,"Residential","8"
8,10,2014-01-10 07:18:01,24.886,36.0672,"Residential","8"
8,10,2014-01-10 23:55:01,24.8859,36.0673,"Residential","8"
8,11,2014-01-11 18:53:01,24.8859,36.0672,"Residential","8"
8,11,2014-01-11 19:58:40,24.886,36.0673,"Residential","8"
8,12,2014-01-12 13:01:01,24.8859,36.0673,"Residential","8"
8,12,2014-01-12 19:24:40,24.886,36.0673,"Residential","8"
8,13,2014-01-13 07:16:01,24.8859,36.0673,"Residential","8"
8,13,2014-01-13 21:05:40,24.8859,36.0672,"Residential","8"
8,14,2014-01-14 07:15:01,24.8859,36.0672,"Residential","8"
8,14,2014-01-14 20:22:40,24.886,36.0673,"Residential","8"
8,15,2014-01-15 07:10:01,24.8859,36.0672,"Residential","8"
8,15,2014-01-15 17:30:46,24.8859,36.0673,"Residential","8"
8,16,2014-01-16 07:27:01,24.8859,36.0672,"Residential","8"
8,16,2014-01-16 19:49:40,24.8859,36.0673,"Residential","8"
8,17,2014-01-17 07:01:01,24.8859,36.0672,"Residential","8"
8,17,2014-01-17 20:34:40,24.8859,36.0672,"Residential","8"
8,18,2014-01-18 18:30:01,24.8859,36.0672,"Residential","8"
8,18,2014-01-18 19:41:40,24.8859,36.0673,"Residential","8"
8,19,2014-01-19 18:46:01,24.886,36.0673,"Residential","8"
8,19,2014-01-19 20:03:38,24.886,36.0672,"Residential","8"
9,6,2014-01-06 08:17:01,24.851,36.0817,"Transacted","Bean There"
9,6,2014-01-06 19:19:01,24.8576,36.0767,"Transacted","Bean There"
9,7,2014-01-07 07:15:01,24.8564,36.0842,NA,NA
9,7,2014-01-07 17:15:01,24.8564,36.0843,NA,NA
9,8,2014-01-08 08:10:01,24.8509,36.0818,"Transacted","Bean There"
9,8,2014-01-08 20:34:13,24.8565,36.0842,"Transacted","Bean There"
9,9,2014-01-09 08:24:01,24.8509,36.0818,"Transacted","Bean There"
9,9,2014-01-09 20:18:13,24.8564,36.0843,"Transacted","Bean There"
9,10,2014-01-10 07:25:01,24.8565,36.0843,NA,NA
9,10,2014-01-10 23:57:01,24.8564,36.0843,NA,NA
9,11,2014-01-11 19:34:01,24.8575,36.0767,"Transacted","Hippokampos"
9,11,2014-01-11 19:36:13,24.8564,36.0842,"Transacted","Hippokampos"
9,12,2014-01-12 18:32:01,24.8564,36.0843,NA,NA
9,12,2014-01-12 18:34:15,24.8563,36.0753,NA,NA
9,13,2014-01-13 08:21:01,24.8509,36.0818,"Transacted","Bean There"
9,13,2014-01-13 17:36:57,24.8564,36.0843,"Transacted","Bean There"
9,14,2014-01-14 07:59:01,24.851,36.0817,"Transacted","Bean There"
9,14,2014-01-14 19:37:11,24.8563,36.0843,"Transacted","Bean There"
9,15,2014-01-15 07:38:01,24.8564,36.0843,NA,NA
9,15,2014-01-15 20:33:13,24.8564,36.0842,NA,NA
9,16,2014-01-16 08:10:02,24.8702,36.0696,NA,NA
9,16,2014-01-16 20:55:07,24.8564,36.0843,NA,NA
9,17,2014-01-17 07:36:01,24.8564,36.0842,NA,NA
9,17,2014-01-17 20:29:13,24.8564,36.0843,NA,NA
9,18,2014-01-18 12:50:00,24.8549,36.0804,NA,NA
9,18,2014-01-18 20:36:11,24.8564,36.0843,NA,NA
9,19,2014-01-19 18:20:01,24.8563,36.0843,NA,NA
9,19,2014-01-19 20:25:10,24.8563,36.0843,NA,NA
10,6,2014-01-06 06:57:01,24.8659,36.0768,"Residential","10"
10,6,2014-01-06 21:58:44,24.8659,36.0768,"Residential","10"
10,7,2014-01-07 07:18:01,24.8659,36.0768,"Residential","10"
10,7,2014-01-07 21:57:44,24.8659,36.0768,"Residential","10"
10,8,2014-01-08 06:46:01,24.8659,36.0767,"Residential","10"
10,8,2014-01-08 20:59:01,24.8659,36.0769,"Residential","10"
10,9,2014-01-09 07:06:01,24.8659,36.0768,"Residential","10"
10,9,2014-01-09 21:31:08,24.8659,36.0768,"Residential","10"
10,10,2014-01-10 06:40:01,24.8659,36.0767,"Residential","10"
10,10,2014-01-10 20:55:44,24.8659,36.0768,"Residential","10"
10,11,2014-01-11 18:20:01,24.8659,36.0768,"Residential","10"
10,11,2014-01-11 19:54:45,24.8659,36.0768,"Residential","10"
10,12,2014-01-12 12:39:01,24.8659,36.0768,"Residential","10"
10,12,2014-01-12 19:54:45,24.8659,36.0768,"Residential","10"
10,13,2014-01-13 06:49:01,24.8659,36.0768,"Residential","10"
10,13,2014-01-13 21:25:01,24.8659,36.0768,"Residential","10"
10,14,2014-01-14 07:17:01,24.8659,36.0768,"Residential","10"
10,14,2014-01-14 20:58:01,24.8659,36.0768,"Residential","10"
10,15,2014-01-15 06:41:01,24.8659,36.0768,"Residential","10"
10,15,2014-01-15 20:18:09,24.8659,36.0768,"Residential","10"
10,16,2014-01-16 07:10:01,24.8659,36.0768,"Residential","10"
10,16,2014-01-16 21:05:45,24.8659,36.0768,"Residential","10"
10,17,2014-01-17 07:03:01,24.8659,36.0769,"Residential","10"
10,17,2014-01-17 20:35:44,24.8659,36.0768,"Residential","10"
10,18,2014-01-18 12:23:01,24.8659,36.0768,"Residential","10"
10,18,2014-01-18 19:48:45,24.8659,36.0768,"Residential","10"
10,19,2014-01-19 12:35:01,24.8659,36.0768,"Residential","10"
10,19,2014-01-19 19:47:43,24.8659,36.0768,"Residential","10"
11,6,2014-01-06 07:02:01,24.859,36.0842,"Residential","11"
11,6,2014-01-06 20:30:44,24.859,36.0842,"Residential","11"
11,7,2014-01-07 07:36:01,24.8589,36.0841,"Residential","11"
11,7,2014-01-07 20:41:34,24.859,36.0842,"Residential","11"
11,8,2014-01-08 07:35:01,24.859,36.0842,"Residential","11"
11,8,2014-01-08 20:17:44,24.859,36.0842,"Residential","11"
11,9,2014-01-09 07:22:01,24.859,36.0842,"Residential","11"
11,9,2014-01-09 20:41:01,24.859,36.0842,"Residential","11"
11,10,2014-01-10 07:06:01,24.8591,36.0841,"Residential","11"
11,10,2014-01-10 23:23:31,24.859,36.0842,"Residential","11"
11,11,2014-01-11 12:47:01,24.859,36.084,"Residential","11"
11,11,2014-01-11 14:04:37,24.859,36.0841,"Residential","11"
11,12,2014-01-12 18:33:01,24.859,36.0842,"Residential","11"
11,12,2014-01-12 19:26:01,24.859,36.0842,"Residential","11"
11,13,2014-01-13 07:42:01,24.859,36.0842,"Residential","11"
11,13,2014-01-13 20:52:01,24.859,36.0842,"Residential","11"
11,14,2014-01-14 07:18:01,24.8589,36.0841,"Residential","11"
11,14,2014-01-14 17:25:27,24.859,36.0841,"Residential","11"
11,15,2014-01-15 07:51:01,24.859,36.0841,"Residential","11"
11,15,2014-01-15 20:33:44,24.859,36.0842,"Residential","11"
11,16,2014-01-16 07:40:01,24.859,36.0842,"Residential","11"
11,16,2014-01-16 20:24:44,24.859,36.0842,"Residential","11"
11,17,2014-01-17 07:40:01,24.859,36.0842,"Residential","11"
11,17,2014-01-17 19:48:09,24.859,36.0842,"Residential","11"
11,18,2014-01-18 12:44:01,24.859,36.0841,"Residential","11"
11,18,2014-01-18 19:24:44,24.859,36.0841,"Residential","11"
11,19,2014-01-19 18:20:01,24.859,36.084,"Residential","11"
11,19,2014-01-19 19:47:42,24.8591,36.0841,"Residential","11"
12,6,2014-01-06 07:05:01,24.8991,36.0678,"Residential","12"
12,6,2014-01-06 20:41:01,24.8991,36.0678,"Residential","12"
12,7,2014-01-07 07:08:01,24.8991,36.0678,"Residential","12"
12,7,2014-01-07 17:21:41,24.8991,36.0678,"Residential","12"
12,8,2014-01-08 07:10:01,24.8991,36.0678,"Residential","12"
12,8,2014-01-08 21:15:01,24.8991,36.0679,"Residential","12"
12,9,2014-01-09 07:04:01,24.8991,36.0678,"Residential","12"
12,9,2014-01-09 17:20:41,24.8992,36.0678,"Residential","12"
12,10,2014-01-10 07:29:01,24.8991,36.0677,"Residential","12"
12,10,2014-01-10 20:31:19,24.8991,36.0678,"Residential","12"
12,11,2014-01-11 13:01:01,24.8992,36.0677,"Residential","12"
12,11,2014-01-11 20:44:03,24.8992,36.0677,"Residential","12"
12,12,2014-01-12 18:27:01,24.8991,36.0678,"Residential","12"
12,12,2014-01-12 19:32:19,24.8992,36.0677,"Residential","12"
12,13,2014-01-13 07:39:01,24.8992,36.0678,"Residential","12"
12,13,2014-01-13 21:12:18,24.8992,36.0677,"Residential","12"
12,14,2014-01-14 07:15:01,24.8991,36.0678,"Residential","12"
12,14,2014-01-14 20:05:19,24.8991,36.0678,"Residential","12"
12,15,2014-01-15 07:11:01,24.8991,36.0678,"Residential","12"
12,15,2014-01-15 19:43:35,24.8991,36.0678,"Residential","12"
12,16,2014-01-16 07:26:01,24.8991,36.0678,"Residential","12"
12,16,2014-01-16 20:44:19,24.8992,36.0677,"Residential","12"
12,17,2014-01-17 07:38:01,24.8991,36.0677,"Residential","12"
12,17,2014-01-17 21:01:01,24.8991,36.0678,"Residential","12"
12,19,2014-01-19 18:22:01,24.8992,36.0678,"Residential","12"
12,19,2014-01-19 20:21:16,24.8992,36.0676,"Residential","12"
13,6,2014-01-06 07:27:01,24.9056,36.0604,"Residential","13/15/16/21"
13,6,2014-01-06 20:30:05,24.9056,36.0604,"Residential","13/15/16/21"
13,7,2014-01-07 07:37:01,24.9056,36.0604,"Residential","13/15/16/21"
13,7,2014-01-07 19:52:01,24.9057,36.0603,"Residential","13/15/16/21"
13,8,2014-01-08 07:17:01,24.9057,36.0603,"Residential","13/15/16/21"
13,8,2014-01-08 21:04:05,24.9056,36.0604,"Residential","13/15/16/21"
13,9,2014-01-09 07:46:01,24.9057,36.0604,"Residential","13/15/16/21"
13,9,2014-01-09 17:24:46,24.9057,36.0604,"Residential","13/15/16/21"
13,10,2014-01-10 07:31:01,24.9057,36.0604,"Residential","13/15/16/21"
13,10,2014-01-10 20:31:13,24.9057,36.0604,"Residential","13/15/16/21"
13,11,2014-01-11 18:28:01,24.9056,36.0603,"Residential","13/15/16/21"
13,11,2014-01-11 19:29:45,24.9057,36.0603,"Residential","13/15/16/21"
13,12,2014-01-12 12:39:01,24.9056,36.0604,"Residential","13/15/16/21"
13,12,2014-01-12 15:44:09,24.9055,36.0604,"Residential","13/15/16/21"
13,13,2014-01-13 08:10:01,24.9056,36.0604,"Residential","13/15/16/21"
13,13,2014-01-13 20:23:05,24.9056,36.0604,"Residential","13/15/16/21"
13,14,2014-01-14 07:33:01,24.9056,36.0604,"Residential","13/15/16/21"
13,14,2014-01-14 20:41:01,24.9056,36.0604,"Residential","13/15/16/21"
13,15,2014-01-15 07:12:01,24.9056,36.0604,"Residential","13/15/16/21"
13,15,2014-01-15 20:06:51,24.9057,36.0604,"Residential","13/15/16/21"
13,16,2014-01-16 08:01:01,24.9057,36.0603,"Residential","13/15/16/21"
13,16,2014-01-16 20:36:25,24.9056,36.0604,"Residential","13/15/16/21"
13,17,2014-01-17 07:38:01,24.9056,36.0603,"Residential","13/15/16/21"
13,17,2014-01-17 20:23:05,24.9056,36.0604,"Residential","13/15/16/21"
13,18,2014-01-18 11:13:01,24.9057,36.0604,"Residential","13/15/16/21"
13,18,2014-01-18 20:21:43,24.9055,36.0604,"Residential","13/15/16/21"
14,6,2014-01-06 07:26:01,24.8961,36.0634,"Residential","14/18"
14,6,2014-01-06 20:18:01,24.8961,36.0634,"Residential","14/18"
14,7,2014-01-07 07:01:01,24.8962,36.0634,"Residential","14/18"
14,7,2014-01-07 20:20:05,24.8962,36.0633,"Residential","14/18"
14,8,2014-01-08 07:12:01,24.8962,36.0634,"Residential","14/18"
14,8,2014-01-08 21:22:01,24.8962,36.0634,"Residential","14/18"
14,9,2014-01-09 07:17:01,24.8962,36.0634,"Residential","14/18"
14,9,2014-01-09 17:39:39,24.8961,36.0634,"Residential","14/18"
14,10,2014-01-10 07:08:01,24.8961,36.0634,"Residential","14/18"
14,10,2014-01-10 23:39:30,24.8961,36.0634,"Residential","14/18"
14,11,2014-01-11 18:51:01,24.8962,36.0633,"Residential","14/18"
14,11,2014-01-11 20:57:00,24.8963,36.0633,"Residential","14/18"
14,12,2014-01-12 12:30:01,24.896,36.0634,"Residential","14/18"
14,12,2014-01-12 20:56:03,24.8961,36.0634,"Residential","14/18"
14,13,2014-01-13 07:05:01,24.8961,36.0634,"Residential","14/18"
14,13,2014-01-13 21:09:01,24.8961,36.0634,"Residential","14/18"
14,14,2014-01-14 07:43:01,24.8962,36.0634,"Residential","14/18"
14,14,2014-01-14 20:36:01,24.8961,36.0634,"Residential","14/18"
14,15,2014-01-15 07:41:01,24.8961,36.0633,"Residential","14/18"
14,15,2014-01-15 20:40:08,24.8961,36.0634,"Residential","14/18"
14,16,2014-01-16 07:13:01,24.896,36.0633,"Residential","14/18"
14,16,2014-01-16 19:49:08,24.8961,36.0634,"Residential","14/18"
14,17,2014-01-17 07:28:01,24.8961,36.0633,"Residential","14/18"
14,17,2014-01-17 17:45:39,24.8961,36.0634,"Residential","14/18"
14,18,2014-01-18 12:38:01,24.8962,36.0634,"Residential","14/18"
14,18,2014-01-18 19:40:05,24.8961,36.0634,"Residential","14/18"
14,19,2014-01-19 18:25:01,24.8962,36.0634,"Residential","14/18"
14,19,2014-01-19 20:09:00,24.8964,36.0633,"Residential","14/18"
15,6,2014-01-06 07:46:01,24.9056,36.0604,"Residential","13/15/16/21"
15,6,2014-01-06 17:26:46,24.9056,36.0604,"Residential","13/15/16/21"
15,7,2014-01-07 03:20:01,24.9056,36.0604,"Residential","13/15/16/21"
