"id","trip","count","timestamp","lat","long","Type","Location"
"1","56",203,2014-01-13 18:49:52,36.052,24.8708,"P","Ouzeri Elian"
"1","57",187,2014-01-13 19:56:01,36.0519,24.8708,"P","Ouzeri Elian"
"1","57",187,2014-01-13 20:00:51,36.0664,24.8826,"H","ID 1"
"1","59",67,2014-01-14 07:24:01,36.0664,24.8826,"H","ID 1"
"1","59",67,2014-01-14 07:26:04,36.0637,24.8859,"P","Hallowed Grounds"
"1","6",303,2014-01-06 19:36:01,36.0665,24.8826,"H","ID 1"
"1","6",303,2014-01-06 19:42:27,36.0753,24.8564,"P","Albert Clothing"
"1","60",332,2014-01-14 08:04:01,36.0637,24.8859,"P","Hallowed Grounds"
"1","60",332,2014-01-14 08:11:09,36.048,24.8796,"O","GASTech"
"1","61",359,2014-01-14 12:07:01,36.048,24.8796,"O","GASTech"
"1","61",359,2014-01-14 12:15:26,36.0658,24.8524,"P","Kalami Kafenion"
"1","62",349,2014-01-14 13:22:01,36.0658,24.8525,"P","Kalami Kafenion"
"1","62",349,2014-01-14 13:30:26,36.048,24.8796,"O","GASTech"
"1","63",185,2014-01-14 17:42:01,36.048,24.8796,"O","GASTech"
"1","63",185,2014-01-14 17:46:03,36.0665,24.8826,"H","ID 1"
"1","64",207,2014-01-14 19:26:01,36.0664,24.8826,"H","ID 1"
"1","64",207,2014-01-14 19:31:01,36.052,24.8708,"P","Ouzeri Elian"
"1","65",211,2014-01-14 21:15:01,36.052,24.8708,"P","Ouzeri Elian"
"1","65",211,2014-01-14 21:19:52,36.0665,24.8826,"H","ID 1"
"1","66",73,2014-01-15 07:33:01,36.0665,24.8826,"H","ID 1"
"1","66",73,2014-01-15 07:35:04,36.0637,24.8859,"P","Hallowed Grounds"
"1","67",326,2014-01-15 07:59:01,36.0636,24.8859,"P","Hallowed Grounds"
"1","67",326,2014-01-15 08:06:09,36.048,24.8796,"O","GASTech"
"1","68",106,2014-01-15 12:07:01,36.048,24.8796,"O","GASTech"
"1","68",106,2014-01-15 12:09:05,36.052,24.8708,"P","Ouzeri Elian"
"1","69",111,2014-01-15 13:29:01,36.052,24.8708,"P","Ouzeri Elian"
"1","69",111,2014-01-15 13:31:05,36.048,24.8796,"O","GASTech"
"1","70",188,2014-01-15 17:48:01,36.048,24.8796,"O","GASTech"
"1","70",188,2014-01-15 17:52:03,36.0665,24.8826,"H","ID 1"
"1","71",219,2014-01-15 19:44:01,36.0665,24.8826,"H","ID 1"
"1","71",219,2014-01-15 19:50:01,36.052,24.8708,"P","Ouzeri Elian"
"1","72",206,2014-01-15 20:40:01,36.052,24.8709,"P","Ouzeri Elian"
"1","72",206,2014-01-15 20:44:49,36.0665,24.8825,"H","ID 1"
"1","74",173,2014-01-15 22:33:01,36.0665,24.8826,"H","ID 1"
"1","74",173,2014-01-15 22:37:02,36.048,24.8796,"O","GASTech"
"1","75",197,2014-01-16 00:09:01,36.048,24.8796,"O","GASTech"
"1","75",197,2014-01-16 00:13:02,36.0665,24.8826,"H","ID 1"
"1","77",67,2014-01-16 07:48:01,36.0665,24.8826,"H","ID 1"
"1","77",67,2014-01-16 07:50:04,36.0637,24.886,"P","Hallowed Grounds"
"1","78",337,2014-01-16 08:10:01,36.0636,24.8859,"P","Hallowed Grounds"
"1","78",337,2014-01-16 08:17:09,36.048,24.8796,"O","GASTech"
"1","79",154,2014-01-16 12:23:01,36.048,24.8796,"O","GASTech"
"1","79",154,2014-01-16 12:26:42,36.0557,24.9025,"P","Guy Gyros"
"1","8",295,2014-01-06 20:27:01,36.0752,24.8564,"P","Albert Clothing"
"1","8",295,2014-01-06 20:33:30,36.0664,24.8826,"H","ID 1"
"1","80",154,2014-01-16 13:34:01,36.0558,24.9025,"P","Guy Gyros"
"1","80",154,2014-01-16 13:37:42,36.048,24.8796,"O","GASTech"
"1","81",173,2014-01-16 17:25:01,36.048,24.8796,"O","GASTech"
"1","81",173,2014-01-16 17:29:03,36.0665,24.8826,"H","ID 1"
"1","82",206,2014-01-16 18:54:01,36.0664,24.8826,"H","ID 1"
"1","82",206,2014-01-16 18:58:52,36.052,24.8708,"P","Ouzeri Elian"
"1","83",206,2014-01-16 20:35:01,36.0519,24.8709,"P","Ouzeri Elian"
"1","83",206,2014-01-16 20:39:52,36.0665,24.8826,"H","ID 1"
"1","84",78,2014-01-17 07:45:01,36.0665,24.8826,"H","ID 1"
"1","84",78,2014-01-17 07:47:04,36.0637,24.8859,"P","Hallowed Grounds"
"1","85",317,2014-01-17 08:05:01,36.0636,24.8859,"P","Hallowed Grounds"
"1","85",317,2014-01-17 08:12:09,36.048,24.8796,"O","GASTech"
"1","86",187,2014-01-17 17:52:01,36.048,24.8796,"O","GASTech"
"1","86",187,2014-01-17 17:56:03,36.0665,24.8826,"H","ID 1"
"1","87",206,2014-01-17 19:35:01,36.0665,24.8826,"H","ID 1"
"1","87",206,2014-01-17 19:39:52,36.052,24.8708,"P","Ouzeri Elian"
"1","88",95,2014-01-17 20:31:01,36.052,24.8708,"P","Ouzeri Elian"
"1","88",95,2014-01-17 20:33:05,36.048,24.8796,"O","GASTech"
"1","89",190,2014-01-17 22:41:01,36.048,24.8796,"O","GASTech"
"1","89",190,2014-01-17 22:45:02,36.0664,24.8826,"H","ID 1"
"1","9",179,2014-01-06 22:11:01,36.0664,24.8826,"H","ID 1"
"1","9",179,2014-01-06 22:15:02,36.048,24.8796,"O","GASTech"
"1","91",271,2014-01-18 12:48:01,36.0664,24.8826,"H","ID 1"
"1","91",271,2014-01-18 12:55:05,36.0634,24.851,"P","Abila Zacharo"
"1","92",34,2014-01-18 13:36:01,36.0635,24.851,"P","Abila Zacharo"
"1","92",34,2014-01-18 13:36:43,36.0658,24.8498,"P","Kronos Mart"
"1","93",287,2014-01-18 15:58:01,36.0658,24.8498,"P","Kronos Mart"
"1","93",287,2014-01-18 16:04:26,36.0664,24.8826,"H","ID 1"
"1","94",207,2014-01-18 18:25:01,36.0665,24.8826,"H","ID 1"
"1","94",207,2014-01-18 18:29:52,36.0519,24.8708,"P","Ouzeri Elian"
"1","95",210,2014-01-18 19:31:01,36.052,24.8708,"P","Ouzeri Elian"
"1","95",210,2014-01-18 19:37:01,36.0664,24.8826,"H","ID 1"
"1","96",216,2014-01-19 18:26:01,36.0664,24.8826,"H","ID 1"
"1","96",216,2014-01-19 18:31:01,36.052,24.8708,"P","Ouzeri Elian"
"1","97",212,2014-01-19 19:52:01,36.0519,24.8708,"P","Ouzeri Elian"
"1","97",212,2014-01-19 19:56:50,36.0665,24.8825,"H","ID 1"
"10","1",51,2014-01-06 06:57:01,36.0768,24.8659,"H","ID 10"
"10","1",51,2014-01-06 07:01:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","10",620,2014-01-07 07:37:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","10",620,2014-01-07 07:50:19,36.048,24.8796,"O","GASTech"
"10","11",263,2014-01-07 12:10:01,36.048,24.8796,"O","GASTech"
"10","11",263,2014-01-07 12:16:16,36.0598,24.858,"P","Gelatogalore"
"10","12",249,2014-01-07 13:27:01,36.0598,24.858,"P","Gelatogalore"
"10","12",249,2014-01-07 13:33:16,36.048,24.8796,"O","GASTech"
"10","13",406,2014-01-07 18:13:01,36.048,24.8796,"O","GASTech"
"10","13",406,2014-01-07 18:20:59,36.0768,24.8659,"H","ID 10"
"10","14",83,2014-01-07 19:52:01,36.0768,24.8659,"H","ID 10"
"10","14",83,2014-01-07 19:55:01,36.0766,24.8576,"P","Hippokampos"
"10","15",77,2014-01-07 21:56:01,36.0766,24.8576,"P","Hippokampos"
"10","15",77,2014-01-07 21:57:44,36.0768,24.8659,"H","ID 10"
"10","17",54,2014-01-08 06:46:01,36.0767,24.8659,"H","ID 10"
"10","17",54,2014-01-08 06:51:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","18",631,2014-01-08 07:25:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","18",631,2014-01-08 07:38:19,36.048,24.8796,"O","GASTech"
"10","19",443,2014-01-08 11:57:01,36.048,24.8796,"O","GASTech"
"10","19",443,2014-01-08 12:06:27,36.0766,24.8576,"P","Hippokampos"
"10","2",643,2014-01-06 07:34:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","2",643,2014-01-06 07:47:19,36.048,24.8796,"O","GASTech"
"10","20",440,2014-01-08 13:16:01,36.0767,24.8576,"P","Hippokampos"
"10","20",440,2014-01-08 13:25:27,36.048,24.8796,"O","GASTech"
"10","21",381,2014-01-08 18:21:01,36.048,24.8796,"O","GASTech"
"10","21",381,2014-01-08 18:29:01,36.0768,24.8659,"H","ID 10"
"10","22",75,2014-01-08 19:43:01,36.0767,24.8659,"H","ID 10"
"10","22",75,2014-01-08 19:45:01,36.0766,24.8576,"P","Hippokampos"
"10","23",77,2014-01-08 20:56:01,36.0766,24.8577,"P","Hippokampos"
"10","23",77,2014-01-08 20:59:01,36.0769,24.8659,"H","ID 10"
"10","24",93,2014-01-09 07:06:01,36.0768,24.8659,"H","ID 10"
"10","24",93,2014-01-09 07:07:44,36.0733,24.8642,"P","Brewed Awakenings"
"10","25",629,2014-01-09 07:37:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","25",629,2014-01-09 07:50:19,36.048,24.8796,"O","GASTech"
"10","26",114,2014-01-09 12:13:01,36.048,24.8796,"O","GASTech"
"10","26",114,2014-01-09 12:15:05,36.0519,24.8708,"P","Ouzeri Elian"
"10","27",106,2014-01-09 13:03:01,36.0519,24.8708,"P","Ouzeri Elian"
"10","27",106,2014-01-09 13:05:05,36.048,24.8796,"O","GASTech"
"10","28",399,2014-01-09 18:02:01,36.048,24.8796,"O","GASTech"
"10","28",399,2014-01-09 18:09:59,36.0768,24.8659,"H","ID 10"
"10","29",100,2014-01-09 19:43:01,36.0768,24.8659,"H","ID 10"
"10","29",100,2014-01-09 19:45:09,36.0753,24.8563,"P","Albert Clothing"
"10","3",150,2014-01-06 11:52:01,36.048,24.8796,"O","GASTech"
"10","3",150,2014-01-06 11:56:01,36.0545,24.8999,"P","Katerina cafe"
"10","30",99,2014-01-09 21:29:01,36.0753,24.8563,"P","Albert Clothing"
"10","30",99,2014-01-09 21:31:08,36.0768,24.8659,"H","ID 10"
"10","32",48,2014-01-10 06:40:01,36.0767,24.8659,"H","ID 10"
"10","32",48,2014-01-10 06:40:59,36.0734,24.8642,"P","Brewed Awakenings"
"10","34",625,2014-01-10 07:24:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","34",625,2014-01-10 07:37:19,36.048,24.8796,"O","GASTech"
"10","35",439,2014-01-10 12:17:01,36.048,24.8796,"O","GASTech"
"10","35",439,2014-01-10 12:26:27,36.0766,24.8576,"P","Hippokampos"
"10","36",447,2014-01-10 13:13:01,36.0766,24.8576,"P","Hippokampos"
"10","36",447,2014-01-10 13:22:27,36.048,24.8796,"O","GASTech"
"10","37",387,2014-01-10 18:13:01,36.048,24.8796,"O","GASTech"
"10","37",387,2014-01-10 18:20:59,36.0768,24.8659,"H","ID 10"
"10","38",86,2014-01-10 19:48:01,36.0767,24.8659,"H","ID 10"
"10","38",86,2014-01-10 19:50:01,36.0766,24.8576,"P","Hippokampos"
"10","39",82,2014-01-10 20:54:01,36.0766,24.8576,"P","Hippokampos"
"10","39",82,2014-01-10 20:55:44,36.0768,24.8659,"H","ID 10"
"10","4",150,2014-01-06 13:00:01,36.0545,24.8999,"P","Katerina cafe"
"10","4",150,2014-01-06 13:03:23,36.048,24.8796,"O","GASTech"
"10","41",81,2014-01-11 18:20:01,36.0768,24.8659,"H","ID 10"
"10","41",81,2014-01-11 18:21:45,36.0766,24.8576,"P","Hippokampos"
"10","42",82,2014-01-11 19:53:01,36.0766,24.8577,"P","Hippokampos"
"10","42",82,2014-01-11 19:54:45,36.0768,24.8659,"H","ID 10"
"10","43",283,2014-01-12 12:39:01,36.0768,24.8659,"H","ID 10"
"10","43",283,2014-01-12 12:44:56,36.0519,24.8708,"P","Ouzeri Elian"
"10","44",405,2014-01-12 13:04:01,36.0519,24.8708,"P","Ouzeri Elian"
"10","44",405,2014-01-12 13:13:34,36.0895,24.8606,"P","Desafio Golf Course"
"10","46",177,2014-01-12 16:12:01,36.0896,24.8607,"P","Desafio Golf Course"
"10","46",177,2014-01-12 16:16:39,36.0769,24.8659,"H","ID 10"
"10","47",85,2014-01-12 17:59:01,36.0768,24.8659,"H","ID 10"
"10","47",85,2014-01-12 18:05:01,36.0766,24.8576,"P","Hippokampos"
"10","48",89,2014-01-12 19:53:01,36.0766,24.8576,"P","Hippokampos"
"10","48",89,2014-01-12 19:54:45,36.0768,24.8659,"H","ID 10"
"10","49",56,2014-01-13 06:49:01,36.0768,24.8659,"H","ID 10"
"10","49",56,2014-01-13 06:52:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","5",383,2014-01-06 18:14:01,36.048,24.8796,"O","GASTech"
"10","5",383,2014-01-06 18:21:59,36.0769,24.8659,"H","ID 10"
"10","50",623,2014-01-13 07:20:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","50",623,2014-01-13 07:33:19,36.048,24.8796,"O","GASTech"
"10","51",262,2014-01-13 12:05:01,36.048,24.8796,"O","GASTech"
"10","51",262,2014-01-13 12:11:16,36.0597,24.858,"P","Gelatogalore"
"10","52",266,2014-01-13 13:21:01,36.0597,24.858,"P","Gelatogalore"
"10","52",266,2014-01-13 13:27:16,36.048,24.8796,"O","GASTech"
"10","53",381,2014-01-13 17:56:01,36.048,24.8796,"O","GASTech"
"10","53",381,2014-01-13 18:03:59,36.0768,24.8659,"H","ID 10"
"10","54",77,2014-01-13 19:31:01,36.0768,24.8659,"H","ID 10"
"10","54",77,2014-01-13 19:32:45,36.0767,24.8576,"P","Hippokampos"
"10","55",79,2014-01-13 21:19:01,36.0766,24.8576,"P","Hippokampos"
"10","55",79,2014-01-13 21:25:01,36.0768,24.8659,"H","ID 10"
"10","56",94,2014-01-14 07:17:01,36.0768,24.8659,"H","ID 10"
"10","56",94,2014-01-14 07:18:44,36.0733,24.8642,"P","Brewed Awakenings"
"10","57",632,2014-01-14 07:42:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","57",632,2014-01-14 07:55:19,36.048,24.8796,"O","GASTech"
"10","58",352,2014-01-14 12:03:01,36.048,24.8796,"O","GASTech"
"10","58",352,2014-01-14 12:11:26,36.0658,24.8524,"P","Kalami Kafenion"
"10","59",345,2014-01-14 13:28:01,36.0658,24.8525,"P","Kalami Kafenion"
"10","59",345,2014-01-14 13:36:26,36.048,24.8796,"O","GASTech"
"10","6",78,2014-01-06 19:49:01,36.0768,24.8659,"H","ID 10"
"10","6",78,2014-01-06 19:54:01,36.0767,24.8576,"P","Hippokampos"
"10","60",395,2014-01-14 18:13:01,36.048,24.8796,"O","GASTech"
"10","60",395,2014-01-14 18:23:01,36.0768,24.8659,"H","ID 10"
"10","61",79,2014-01-14 19:32:01,36.0767,24.8659,"H","ID 10"
"10","61",79,2014-01-14 19:33:45,36.0766,24.8576,"P","Hippokampos"
"10","62",81,2014-01-14 20:53:01,36.0767,24.8576,"P","Hippokampos"
"10","62",81,2014-01-14 20:58:01,36.0768,24.8659,"H","ID 10"
"10","63",52,2014-01-15 06:41:01,36.0768,24.8659,"H","ID 10"
"10","63",52,2014-01-15 06:41:59,36.0734,24.8642,"P","Brewed Awakenings"
"10","65",647,2014-01-15 07:16:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","65",647,2014-01-15 07:29:19,36.048,24.8796,"O","GASTech"
"10","66",448,2014-01-15 11:57:01,36.048,24.8796,"O","GASTech"
"10","66",448,2014-01-15 12:06:27,36.0767,24.8576,"P","Hippokampos"
"10","67",430,2014-01-15 13:17:01,36.0766,24.8577,"P","Hippokampos"
"10","67",430,2014-01-15 13:26:27,36.048,24.8796,"O","GASTech"
"10","68",388,2014-01-15 18:21:01,36.048,24.8796,"O","GASTech"
"10","68",388,2014-01-15 18:28:57,36.0768,24.8659,"H","ID 10"
"10","7",80,2014-01-06 21:57:01,36.0767,24.8577,"P","Hippokampos"
"10","7",80,2014-01-06 21:58:44,36.0768,24.8659,"H","ID 10"
"10","70",221,2014-01-15 19:36:01,36.0768,24.8659,"H","ID 10"
"10","70",221,2014-01-15 19:41:09,36.0528,24.8686,"P","Shoppers Delight"
"10","71",217,2014-01-15 20:13:01,36.0529,24.8686,"P","Shoppers Delight"
"10","71",217,2014-01-15 20:18:09,36.0768,24.8659,"H","ID 10"
"10","72",85,2014-01-16 07:10:01,36.0768,24.8659,"H","ID 10"
"10","72",85,2014-01-16 07:11:44,36.0733,24.8642,"P","Brewed Awakenings"
"10","73",633,2014-01-16 07:32:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","73",633,2014-01-16 07:45:19,36.048,24.8796,"O","GASTech"
"10","74",461,2014-01-16 12:04:01,36.048,24.8796,"O","GASTech"
"10","74",461,2014-01-16 12:13:27,36.0766,24.8576,"P","Hippokampos"
"10","75",458,2014-01-16 13:24:47,36.0766,24.8577,"P","Hippokampos"
"10","75",458,2014-01-16 13:34:13,36.048,24.8796,"O","GASTech"
"10","76",381,2014-01-16 18:12:01,36.048,24.8796,"O","GASTech"
"10","76",381,2014-01-16 18:19:59,36.0768,24.8659,"H","ID 10"
"10","77",77,2014-01-16 19:32:01,36.0767,24.8659,"H","ID 10"
"10","77",77,2014-01-16 19:33:45,36.0766,24.8576,"P","Hippokampos"
"10","78",84,2014-01-16 21:04:01,36.0767,24.8576,"P","Hippokampos"
"10","78",84,2014-01-16 21:05:45,36.0768,24.8659,"H","ID 10"
"10","79",86,2014-01-17 07:03:01,36.0769,24.8659,"H","ID 10"
"10","79",86,2014-01-17 07:04:44,36.0734,24.8642,"P","Brewed Awakenings"
"10","80",643,2014-01-17 07:31:01,36.0733,24.8642,"P","Brewed Awakenings"
"10","80",643,2014-01-17 07:44:19,36.048,24.8796,"O","GASTech"
"10","81",354,2014-01-17 12:12:01,36.048,24.8796,"O","GASTech"
"10","81",354,2014-01-17 12:20:17,36.0634,24.851,"P","Abila Zacharo"
"10","82",324,2014-01-17 13:17:01,36.0635,24.851,"P","Abila Zacharo"
"10","82",324,2014-01-17 13:25:17,36.048,24.8796,"O","GASTech"
"10","83",390,2014-01-17 18:11:01,36.048,24.8796,"O","GASTech"
"10","83",390,2014-01-17 18:18:59,36.0769,24.8659,"H","ID 10"
"10","84",90,2014-01-17 19:43:01,36.0768,24.8659,"H","ID 10"
"10","84",90,2014-01-17 19:44:45,36.0767,24.8576,"P","Hippokampos"
"10","85",88,2014-01-17 20:34:01,36.0766,24.8576,"P","Hippokampos"
"10","85",88,2014-01-17 20:35:44,36.0768,24.8659,"H","ID 10"
"10","87",217,2014-01-18 12:23:01,36.0768,24.8659,"H","ID 10"
"10","87",217,2014-01-18 12:27:33,36.0658,24.8524,"P","Kalami Kafenion"
"10","88",23,2014-01-18 13:29:01,36.0658,24.8523,"P","Kalami Kafenion"
"10","88",23,2014-01-18 13:29:31,36.0659,24.8498,"P","Kronos Mart"
"10","89",211,2014-01-18 15:52:01,36.0659,24.8498,"P","Kronos Mart"
"10","89",211,2014-01-18 15:56:59,36.0769,24.8659,"H","ID 10"
"10","9",91,2014-01-07 07:18:01,36.0768,24.8659,"H","ID 10"
"10","9",91,2014-01-07 07:19:44,36.0733,24.8642,"P","Brewed Awakenings"
"10","90",75,2014-01-18 18:20:01,36.0768,24.8659,"H","ID 10"
"10","90",75,2014-01-18 18:21:45,36.0767,24.8576,"P","Hippokampos"
"10","91",84,2014-01-18 19:47:01,36.0767,24.8576,"P","Hippokampos"
"10","91",84,2014-01-18 19:48:45,36.0768,24.8659,"H","ID 10"
"10","92",180,2014-01-19 12:35:01,36.0768,24.8659,"H","ID 10"
"10","92",180,2014-01-19 12:39:39,36.0896,24.8607,"P","Desafio Golf Course"
"10","93",177,2014-01-19 16:02:01,36.0896,24.8607,"P","Desafio Golf Course"
"10","93",177,2014-01-19 16:06:38,36.0768,24.8659,"H","ID 10"
"10","95",81,2014-01-19 18:20:01,36.0767,24.8659,"H","ID 10"
"10","95",81,2014-01-19 18:21:45,36.0767,24.8576,"P","Hippokampos"
"10","96",75,2014-01-19 19:46:01,36.0767,24.8576,"P","Hippokampos"
"10","96",75,2014-01-19 19:47:43,36.0768,24.8659,"H","ID 10"
"101","1",377,2014-01-06 07:36:01,36.048,24.8796,"O","GASTech"
"101","1",377,2014-01-06 07:45:49,36.051,24.8259,"P","Abila Airport"
